date,value,medicine,medicine_id,is_holiday,competitor_price
2/16/2022,110.6772179,Biogesic 500mg,72,0,237.5154918
2/17/2022,110.9696266,Ph care floracn 5ml,25,0,237.6517867
2/18/2022,120.6460923,bench Atlantis 100ml,204,0,143.359472
2/19/2022,122.8060713,Eskinol papaya 135ml,16,0,157.959303
2/20/2022,121.7492861,Flanax forte 550mg,140,0,112.1113805
2/21/2022,123.780429,Biogesic 120mg orange,176,0,73.30269292
2/22/2022,116.7054437,young garden 50ml,154,0,82.16613634
2/23/2022,116.2599625,Neozep forte,106,0,168.129614
2/24/2022,115.1320381,Glimcose 30mg,115,0,188.0936324
2/25/2022,123.1554306,care diaper adult 8's large,189,0,197.8947609
2/26/2022,126.5791454,Ventolin rotacap,188,0,197.4045357
2/27/2022,123.6589548,Bigesic 250mg orange,200,0,22.80152576
2/28/2022,123.5152784,Allerta 10mg,7,0,123.6050762
3/1/2022,118.6420344,Nizoral cream 3.5g,29,0,14.38969
3/2/2022,117.49879,Juicy dreamsicle(violet)125ml,44,0,137.3822206
3/3/2022,113.9100826,Brelvastin 40mg,153,0,110.3826253
3/4/2022,121.2315399,UHP Glydolax 2.5G 12's,195,0,221.9260457
3/5/2022,125.9931979,RDL plain 75ml,135,0,87.72875314
3/6/2022,121.4294871,Dynatussin,91,0,29.26675411
3/7/2022,119.9777199,Eskinol derma C 135ml,152,0,35.74792051
3/8/2022,114.0267611,UHP Glydolax 2.5G 12's,195,0,190.3776579
3/9/2022,114.9583293,Ascof 600mg,110,0,154.5545158
3/10/2022,117.9921391,Biogesic 500mg,72,0,25.28066903
3/11/2022,123.5626266,Vicks inhaler,54,0,21.02670153
3/12/2022,124.7042115,Eye mo blue,114,0,175.2422829
3/13/2022,128.86492,youngs cool fantasy 25ml,6,0,18.19075159
3/14/2022,120.2256649,Nestogen 1-3 135g,206,0,205.4650148
3/15/2022,115.3208634,Palmolive anti dandruff 15ml,21,0,176.5605568
3/16/2022,115.9890916,RDL plain 75ml,135,0,20.33719516
3/17/2022,117.9087462,Mydoxy 100mg,116,0,21.20942852
3/18/2022,121.0564813,RDL kalamansi 75ml,52,0,246.6598946
3/19/2022,120.9653804,Ph care floracn 50ml,129,0,93.56769894
3/20/2022,125.9538685,RDL cucumber150ml,130,0,92.66053677
3/21/2022,120.8814241,youngs cool fantasy 25ml,6,0,203.1998918
3/22/2022,120.5514486,Diane pills,103,0,236.8121443
3/23/2022,117.2977492,Enervon sugar coated,175,0,246.500266
3/24/2022,115.705028,Hydrite apple,13,0,188.3445463
3/25/2022,120.5180383,Sunsilk damage 15ml,98,0,94.06489638
3/26/2022,123.3853961,Xanthone plus,160,0,20.87517917
3/27/2022,126.3899006,Arcoxia 120mg,47,0,194.286729
3/28/2022,125.76333,Bigen B brown black,162,0,139.6010624
3/29/2022,117.5828122,RDL kalamansi 150ml,133,0,106.0555023
3/30/2022,117.8942375,Stresstab,63,0,226.5885963
3/31/2022,116.8252538,Ph care natpro 50ml,184,0,27.79937058
4/1/2022,120.2403622,Advil 200mg,207,0,123.1562761
4/2/2022,125.5494235,Herbench So in love 50ml,3,0,2.838411192
4/3/2022,124.6837374,Formet 500mg,77,0,117.1651605
4/4/2022,122.9639954,Eskinol papaya 135ml,16,0,14.07581892
4/5/2022,117.3560317,Afficianado Fresh Pink 55ml,48,0,29.70447907
4/6/2022,120.9923879,Uni kojic gluta 90g,46,0,29.38156169
4/7/2022,118.1123608,Haemore 500mg,117,0,162.3025755
4/8/2022,120.5620007,Vicks vapo 50g,105,0,186.5112198
4/9/2022,126.3060809,Tiki tiki 15ml,18,0,145.8421913
4/10/2022,126.6235158,Eskinol Calamansi 225ml,108,0,240.5431371
4/11/2022,123.7026436,Dynatussin,91,0,93.71764488
4/12/2022,121.032781,RDL kalamansi 150ml,133,0,71.42802157
4/13/2022,118.6100227,Uromid 40mg,97,0,217.149782
4/14/2022,116.992355,Xuric 40mg,132,0,55.89895963
4/15/2022,120.8008434,Uromid 40mg,97,0,240.8056349
4/16/2022,125.2986069,H&S apple 12ml,70,0,3.038618672
4/17/2022,122.1945425,Eskinol calamansi 75ml,61,0,242.4697067
4/18/2022,121.044106,Gaviscon sachet,143,0,10.78997799
4/19/2022,122.4478685,Saridone,69,0,222.7857784
4/20/2022,120.2744629,Decolgen forte,55,0,131.9252773
4/21/2022,117.4247399,Dynatussin 60ml,170,0,248.241199
4/22/2022,122.9550754,Uni kojic acid 135g,51,0,18.44914118
4/23/2022,126.3008178,J&J baby bath 100ml,80,0,138.4635711
4/24/2022,132.7659836,Bigen D chest brown,41,0,242.3256339
4/25/2022,126.1038154,Hydrite plain,11,0,130.774461
4/26/2022,119.2289186,Vicks inhaler,54,0,157.3496595
4/27/2022,114.8246586,Kremil s pink,88,0,173.9371722
4/28/2022,114.4418373,Eskinol papaya 75ml,43,0,113.6352662
4/29/2022,121.921646,Mydoxy 100mg,116,0,156.88952
4/30/2022,123.8593515,Hemarate FA,198,0,146.078578
5/1/2022,123.4385731,Uni kojic acid 90g,96,0,225.2895026
5/2/2022,122.2276515,Eskinol calamansi 75ml,61,0,11.36159509
5/3/2022,116.9592185,Dove regular pink 135g,131,0,70.2407974
5/4/2022,119.7291739,Juicy dreamsicle(violet)125ml,44,0,237.602871
5/5/2022,119.0189177,young wet fantasy 50ml,203,0,222.565946
5/6/2022,121.0816111,RDL cucumber 250ml,167,0,113.9141882
5/7/2022,127.8968858,Dolfenal 250mg,34,0,155.0331495
5/8/2022,125.9850513,Dynatussin,91,0,69.34529575
5/9/2022,121.3279409,Revicon,57,0,47.03028993
5/10/2022,121.6809458,Afficianado Fancy Red 55ml,113,0,115.9246012
5/11/2022,116.9279633,care diaper adult 8's medium,83,0,88.33805701
5/12/2022,114.6594715,J&J baby bath 100ml,80,0,145.914028
5/13/2022,120.1784861,Biofit tea,102,0,19.43365924
5/14/2022,122.630863,Ventolin rotacap,188,0,243.5987019
5/15/2022,122.4935306,Allerta 10mg,7,0,246.5526861
5/16/2022,124.3156162,Mupicin ont 5g,119,0,174.5404285
5/17/2022,121.8504472,Afficianado Fresh Pink 55ml,48,0,134.0240916
5/18/2022,112.4343214,Vicks formula 44 54ml,178,0,77.38190407
5/19/2022,117.2258498,Gaviscon double action,36,0,203.4487549
5/20/2022,118.608702,Eskinol calamansi 75ml,61,0,171.1827931
5/21/2022,122.7437949,Vicks vapo 50g,105,0,40.65423484
5/22/2022,123.3956614,Buscopan venus,58,0,227.7317961
5/23/2022,120.0422269,Juicy icylicioys(blue)125ml,168,0,205.6343107
5/24/2022,117.4214919,Eskinol derma C 135ml,152,0,237.4499783
5/25/2022,112.8485419,Bigesic 250mg orange,200,0,181.4298771
5/26/2022,115.9062291,bench Eight 100ml,213,0,153.353799
5/27/2022,119.0616051,Palmolive healthy shine 15ml,111,0,104.5607591
5/28/2022,122.4792093,Allerta 10mg,7,0,233.1821208
5/29/2022,121.9916267,Ascof 600mg,110,0,216.5159724
5/30/2022,119.8304988,Uni kojic w/milk 90g,190,0,11.30466753
5/31/2022,118.0368791,Eskinol papaya 135ml,16,0,6.591743624
6/1/2022,114.7020302,youngs garden 25ml,8,0,94.11584172
6/2/2022,112.5883582,Mupicin ont 5g,119,0,202.6383327
6/3/2022,118.5275962,Arcoxia 120mg,47,0,246.8190323
6/4/2022,123.6157278,Alaxan Fr,179,0,37.60422278
6/5/2022,119.6130935,Glucophage 500mg,85,0,148.5326788
6/6/2022,121.205521,Dianov 2mg,163,0,95.22271416
6/7/2022,114.3255278,Cefalin 250mg 60ml,65,0,242.4785995
6/8/2022,113.9563045,Stresstab,63,0,210.5297308
6/9/2022,112.1224107,Uni kojic acid 135g,51,0,209.5821762
6/10/2022,113.8154957,Goutsaph 500mcg,2,0,117.1732899
6/11/2022,117.9453866,Serc 24mg,23,0,103.7048756
6/12/2022,122.1271059,Risek 40mg,32,0,68.35176798
6/13/2022,119.7091184,Midol 200mg,125,0,14.09387416
6/14/2022,112.9051848,youngs sweet 50ml,134,0,216.1805941
6/15/2022,113.1478365,Tender care soap pink 80g,14,0,203.2252523
6/16/2022,109.3742687,Clovimed 312.5,173,0,249.9294183
6/17/2022,116.3346513,Brelvastin 40mg,153,0,249.1592093
6/18/2022,117.8134993,Glumet xr 500mg,26,0,138.8579264
6/19/2022,119.7561731,care diaper adult 8's large,189,0,192.2468538
6/20/2022,118.3075708,Catapres 75cg,208,0,236.1914325
6/21/2022,112.0106256,Ascof 600mg,110,0,212.4118477
6/22/2022,110.1140539,Allerkid 5mg 60ml,211,0,61.83702544
6/23/2022,113.7176335,Uni kojic gluta 180g,10,0,112.6360338
6/24/2022,114.3163399,Hydrite apple,13,0,32.28985379
6/25/2022,120.9061517,Bench B20 100ml,177,0,238.5127568
6/26/2022,117.7959407,Zebet 80mg,182,0,151.5436586
6/27/2022,118.2645159,Lomotil 2mg,9,0,57.16070138
6/28/2022,115.6037012,Gaviscon double action,36,0,167.9251711
6/29/2022,104.9263186,Allerta 10mg,7,0,154.5320601
6/30/2022,109.0953853,Betadine wound sol 15ml,146,0,89.54067951
7/1/2022,115.6064361,Trosyd 3.5g,196,0,28.38939805
7/2/2022,117.8092406,bench Atlantis 100ml,204,0,167.8932989
7/3/2022,119.7769619,Natrasol 100mg,193,0,130.0769252
7/4/2022,114.975361,Zebet 80mg,182,0,193.0795979
7/5/2022,111.8716321,Medicol 400mg,141,0,130.0408753
7/6/2022,108.5359633,Uni kojic acid 135g,51,0,213.0453751
7/7/2022,112.0026286,youngs sweet 50ml,134,0,137.9767097
7/8/2022,113.9395574,RDL cucumber 75ml,127,0,140.2344929
7/9/2022,117.8698524,Eskinol derma C 135ml,152,0,219.1634007
7/10/2022,117.1914801,J&J baby bath 100ml,80,0,100.8707166
7/11/2022,114.1902871,Safeguard 85g lemon,144,0,33.50380711
7/12/2022,109.8174641,Mucosolvan 30mg,24,0,7.195669078
7/13/2022,108.6226647,Cefalin 250mg 60ml,65,0,188.7843139
7/14/2022,107.8142071,Norvatrol 10mg,166,0,155.0773878
7/15/2022,113.0023995,Plemex forte,104,0,176.019942
7/16/2022,120.3409578,Bearbrand 135g,73,0,53.24104038
7/17/2022,118.7567192,Nestogen 2 135g,123,0,34.0928689
7/18/2022,113.5167652,Imodium,39,0,3.636166417
7/19/2022,112.0927475,Micropills,164,0,87.6468897
7/20/2022,106.0301231,Revicon,57,0,147.4794217
7/21/2022,103.5975612,Robust extreme,27,0,98.06101127
7/22/2022,109.4297772,Creamsilk dry rescue 11ml,86,0,109.3687305
7/23/2022,111.4774816,J&J strong&healthy 100ml,147,0,226.0396736
7/24/2022,115.346503,RDL avocado 150ml,42,0,87.06386676
7/25/2022,113.2472001,Decolgen forte,55,0,128.4973723
7/26/2022,112.091574,Advil 200mg,207,0,195.9132532
7/27/2022,106.5556729,Bioflu,118,0,99.13569558
7/28/2022,106.298652,Centrum silver,84,0,155.5216751
7/29/2022,112.1756337,Allerta 10mg,7,0,215.5909272
7/30/2022,109.8758268,Tender care classic 50g,75,0,237.3801559
7/31/2022,115.6082771,Centrum silver,84,0,36.76837023
8/1/2022,113.848422,Ph care natpro 50ml,184,0,231.6469063
8/2/2022,104.8869872,Decilone 4mg,31,0,123.0290733
8/3/2022,107.3042377,Tuseran forte,35,0,64.56109707
8/4/2022,106.5385245,Robust extreme,27,0,114.7839391
8/5/2022,108.8210059,Bioderm tin 5g,187,0,245.0081438
8/6/2022,114.7088112,Claritin 10mg,60,0,123.1545235
8/7/2022,118.8342818,Ascof 600mg,110,0,82.18790257
8/8/2022,111.8372744,Trust pills,151,0,158.3502136
8/9/2022,107.5187541,Uni kojic acid 45g,192,0,60.03640469
8/10/2022,103.2877614,Disudrin 120ml,139,0,18.96583203
8/11/2022,103.363491,Daily Scent Orange 125ml,205,0,32.21993048
8/12/2022,110.5260864,Advil 200mg,207,0,32.01145974
8/13/2022,110.9573846,Gaviscon sachet,143,0,37.97567338
8/14/2022,113.6750883,Ascof 300mg 60ml,214,0,34.70679316
8/15/2022,109.7703212,Decolgen forte,55,0,160.2186862
8/16/2022,107.2456767,Tender care pink 50g,64,0,45.4700211
8/17/2022,104.1527931,Juicy angle bliss(Pink) 125ml,82,0,86.41682083
8/18/2022,106.4310944,Glimcose 30mg,115,0,224.1971025
8/19/2022,107.1523293,Eskinol derma C 135ml,152,0,118.4904101
8/20/2022,111.4511216,Uni kojic w/papaya 65g,101,0,166.8894346
8/21/2022,110.9103745,Flanax forte 550mg,140,0,43.0799678
8/22/2022,109.1878733,Virlix 10mg,161,0,48.0722547
8/23/2022,106.4082656,Eskinol papaya 135ml,16,0,10.21715407
8/24/2022,104.3807594,Head&shoulder cool trio 12ml,210,0,42.23376577
8/25/2022,101.9086001,Goutsaph 500mcg,2,0,69.64758476
8/26/2022,109.3243257,Imodium,39,0,44.25262107
8/27/2022,114.1309625,H&S apple 12ml,70,0,22.17563344
8/28/2022,113.1398738,Nestogen 1 135g,19,0,30.15896778
8/29/2022,113.2916585,RDL plain 250ml,174,0,115.194692
8/30/2022,103.5844118,Zebet 80mg,182,0,51.5834296
8/31/2022,99.87272535,Tiki tiki 60ml,124,0,91.06746526
9/1/2022,99.70787336,Eskinol papaya 75ml,43,0,125.8543177
9/2/2022,110.1069145,Ph care delwhit 50ml,156,0,172.5987072
9/3/2022,112.2756523,Skelan 550mg,122,0,9.82803496
9/4/2022,111.7667791,Head&shoulder cool trio 12ml,210,0,199.8525997
9/5/2022,109.6808417,Bigen B brown black,162,0,156.9750974
9/6/2022,102.4819204,Bioderm tin 5g,187,0,20.43975799
9/7/2022,106.8726898,Serc 8mg,1,0,218.394656
9/8/2022,103.161317,Dove regular pink 135g,131,0,230.2181001
9/9/2022,106.9897472,Dynatussin,91,0,15.26948996
9/10/2022,112.0933127,Sunsilk expert straight 15ml,165,0,69.21941204
9/11/2022,112.5337024,Advil 200mg,207,0,201.5503199
9/12/2022,109.2814297,Betadine wound sol 15ml,146,0,187.0649226
9/13/2022,102.8838675,Cefalin 125mg 60ml,100,0,46.13025484
9/14/2022,102.6753347,Robust extreme,27,0,52.33733083
9/15/2022,106.4375574,Vicks inhaler,54,0,92.6180257
9/16/2022,109.2519752,RDL plain 250ml,174,0,121.1307463
9/17/2022,113.6379899,Daily Scent Blue 125ml,78,0,154.5636929
9/18/2022,110.3788599,Nizoral cream 3.5g,29,0,92.22840989
9/19/2022,106.7039337,Cefalin 125mg 60ml,100,0,115.633679
9/20/2022,104.0826972,Ph care cool 50ml,107,0,186.8677345
9/21/2022,101.733368,UHP Glydolax 2.5G 12's,195,0,9.170800723
9/22/2022,104.7715639,J&J tear free 100ml,76,0,63.10923609
9/23/2022,103.1061111,Ph care cool 50ml,107,0,178.3373965
9/24/2022,113.4609302,RDL cucumber150ml,130,0,223.8017094
9/25/2022,111.0558646,Eye mo red,150,0,127.9193605
9/26/2022,107.8204093,Ponstan sf 500mg,38,0,133.0283713
9/27/2022,102.321586,Juicy dreamsicle(violet)125ml,44,0,26.79300283
9/28/2022,98.34427445,Revicon,57,0,111.8530917
9/29/2022,104.2821821,Disudrin 60ml,66,0,133.1543166
9/30/2022,106.7109652,RDL plain 75ml,135,0,60.61762591
10/1/2022,107.9158576,Sangobion,138,0,67.31080774
10/2/2022,108.8963597,Mupicin ont 5g,119,0,94.32104078
10/3/2022,108.1379459,Vicks formula 44 100ml,68,0,5.017799444
10/4/2022,107.8399024,RDL plain 150ml,209,0,80.5197914
10/5/2022,101.3115982,Biogesic 120mg orange,176,0,52.86200175
10/6/2022,99.82707818,UHP Glydolax 1.9G 12's,79,0,81.87433804
10/7/2022,106.2910917,Juicy sweet delight (red)125ml,112,0,29.94053295
10/8/2022,110.1892955,Uni kojic w/papaya 65g,101,0,222.6318202
10/9/2022,106.352405,Vicks vapo 25g,30,0,148.3981134
10/10/2022,108.9812614,RDL kalamansi 150ml,133,0,169.7755798
10/11/2022,104.3409717,Nizoral cream 3.5g,29,0,197.2928097
10/12/2022,103.5447854,youngs cool fantasy 25ml,6,0,124.6105497
10/13/2022,106.873437,bench eight 75ml,20,0,21.73007202
10/14/2022,109.3983901,Glucophage 500mg,85,0,134.2766355
10/15/2022,110.5801155,Juicy S sprinkle(green) 125ml,56,0,146.7102795
10/16/2022,109.9366851,Stresstab,63,0,186.3598685
10/17/2022,114.660472,Sunsilk damage 15ml,98,0,107.9148866
10/18/2022,105.36545,Creamsilk dry rescue 11ml,86,0,31.8950757
10/19/2022,102.6445969,J&J baby bath 100ml,80,0,70.94397645
10/20/2022,103.61175,Revicon,57,0,90.7705741
10/21/2022,108.0459249,Centrum advance,94,0,161.4793103
10/22/2022,111.3535918,Eskinol Calamansi 225ml,108,0,142.6945762
10/23/2022,111.5466556,RDL cucumber 75ml,127,0,89.02418147
10/24/2022,108.9839928,Nido 1plus 150g,201,0,246.6288122
10/25/2022,105.7650673,Zebet 80mg,182,0,151.4437048
10/26/2022,102.1329329,Vicks vapo 25g,30,0,59.30669793
10/27/2022,102.8567113,Sangobion,138,0,25.44561816
10/28/2022,108.5042467,Bigen A natural black,50,0,38.2147848
10/29/2022,111.793081,Ph care natpro 50ml,184,0,61.4894321
10/30/2022,116.3816385,Catapres 75cg,208,0,40.17034331
10/31/2022,105.4742466,Nido 1plus 150g,201,0,46.64175601
11/1/2022,108.7307126,Serc 24mg,23,0,71.27379217
11/2/2022,106.4475689,youngs garden 25ml,8,0,43.34339882
11/3/2022,100.8895654,Bioderm tin 5g,187,0,224.1913562
11/4/2022,108.3781115,UHP Glydolax 1.9G 12's,79,0,20.05843642
11/5/2022,112.3502367,Midol 200mg,125,0,131.1278474
11/6/2022,111.3665144,Afficianado Fresh Pink 55ml,48,0,102.5992067
11/7/2022,110.046055,Natrasol 100mg,193,0,245.5946542
11/8/2022,105.1694756,Uni kojic gluta 180g,10,0,28.00972554
11/9/2022,108.3200981,Palmolive green 15ml,89,0,99.46389976
11/10/2022,107.7848908,Bioderm tin 5g,187,0,242.3676083
11/11/2022,112.5006084,Asmalin 60ml,37,0,216.3767815
11/12/2022,115.4470864,Hydrite plain,11,0,204.2680177
11/13/2022,112.8504547,Skelan 550mg,122,0,64.47570676
11/14/2022,111.495844,Sinecod forte,17,0,42.72189685
11/15/2022,109.3285226,Decilone 4mg,31,0,167.160805
11/16/2022,103.3461677,Happy 10grams,93,0,232.3439973
11/17/2022,108.3298818,Diatabs,53,0,139.1907233
11/18/2022,110.4824437,Trust pills,151,0,142.9031724
11/19/2022,114.2746983,Mydoxy 100mg,116,0,69.99477342
11/20/2022,117.5658286,Ph care cool 5ml,121,0,192.3732333
11/21/2022,114.4832615,Head&shoulder cool trio 12ml,210,0,46.76093714
11/22/2022,108.6919343,Bigen A natural black,50,0,80.9198091
11/23/2022,109.1871574,Aspilet 80mg,157,0,106.3591097
11/24/2022,105.8335486,Eskinol derma C 225ml,180,0,126.9025947
11/25/2022,113.3002023,Gaviscon sachet,143,0,60.6024331
11/26/2022,117.3289516,Dove regular pink 135g,131,0,28.70920618
11/27/2022,116.6561201,Bigen D chest brown,41,0,152.6550106
11/28/2022,115.3909191,Xuric 40mg,132,0,72.15763831
11/29/2022,108.0678865,Eskinol Calamansi 225ml,108,0,145.3095554
11/30/2022,109.884839,Hydrite apple,13,0,38.59067882
12/1/2022,108.805906,Eskinol papaya 225ml,12,0,120.2850255
12/2/2022,112.2143721,Uni kojic gluta 90g,46,0,133.1473581
12/3/2022,119.4434077,Novagen 15mg,191,0,12.95588421
12/4/2022,117.0800162,Himox 250mg 60ml,199,0,84.15106955
12/5/2022,113.1457659,Hydrite apple,13,0,33.60366923
12/6/2022,108.6911268,RDL cucumber 75ml,127,0,15.84374262
12/7/2022,110.4930006,Immupro,28,0,247.4900581
12/8/2022,107.8686569,Ph care natpro 50ml,184,0,80.58846124
12/9/2022,118.0325037,Happy 10grams,93,0,202.4686115
12/10/2022,114.4535991,Revicon,57,0,63.66016369
12/11/2022,123.1623335,Revicon,57,0,170.3756806
12/12/2022,117.6737636,Goutsaph 500mcg,2,0,190.056965
12/13/2022,112.907994,RDL plain 150ml,209,0,148.9096852
12/14/2022,109.4958421,Dulcolax,5,0,117.8940471
12/15/2022,112.5398191,Ascof 300mg 60ml,214,0,102.9602285
12/16/2022,115.7666741,Colgate regular 50ml,45,0,87.21706664
12/17/2022,122.1497499,Natrasol 100mg,193,0,232.3822861
12/18/2022,121.3298854,RDL kalamansi 150ml,133,0,207.6548519
12/19/2022,118.8903218,young wet fantasy 25ml,145,0,241.2567277
12/20/2022,113.7178231,Goutsaph 500mcg,2,0,31.07430587
12/21/2022,111.8207099,Vicks vapo 25g,30,0,182.7168688
12/22/2022,113.711019,Ph care cool 50ml,107,0,234.5851142
12/23/2022,113.7800759,UHP Glydolax 1.9G 12's,79,0,45.30826654
12/24/2022,118.6094962,Haemore 500mg,117,0,16.62406684
12/25/2022,123.9545812,Bench B20 100ml,177,0,185.2801623
12/26/2022,120.3016231,Trosyd 3.5g,196,0,143.6182783
12/27/2022,115.4504536,Uni kojic w/milk 90g,190,0,210.4571942
12/28/2022,113.3476876,Uni kojic acid 45g,192,0,34.94309416
12/29/2022,115.1692894,Uni kojic acid 180g,171,0,198.816828
12/30/2022,117.5017411,Eskinol papaya 225ml,12,0,50.40683001
12/31/2022,121.1318875,Nestogen 2 135g,123,0,40.91398572
1/1/2023,124.2437997,Himox 125mg 60ml,120,0,41.06644948
1/2/2023,119.3882729,Mupicin ont 5g,119,0,203.6436801
1/3/2023,118.0207657,Uni kojic w/papaya 65g,101,0,166.2993052
1/4/2023,111.2918492,youngs cool fantasy 25ml,6,0,130.7663562
1/5/2023,117.9186339,Safeguard 85g pink,202,0,89.70762103
1/6/2023,120.9122953,J&J active 100ml,212,0,219.3001352
1/7/2023,124.5856827,Centrum advance,94,0,98.11127686
1/8/2023,127.2015474,J&J strong&healthy 100ml,147,0,204.1498599
1/9/2023,126.0585972,care diaper adult 8's medium,83,0,109.7837271
1/10/2023,120.6138481,RDL kalamansi 150ml,133,0,94.23610736
1/11/2023,112.3939784,Mucosolvan 75mg,185,0,115.6699464
1/12/2023,114.6773873,Sunsilk damage 15ml,98,0,75.34446854
1/13/2023,120.0908359,Creamsilk dry rescue 11ml,86,0,186.902345
1/14/2023,125.4959793,Afficianado Fresh Pink 55ml,48,0,125.6800975
1/15/2023,127.6381064,young wet fantasy 50ml,203,0,58.05317379
1/16/2023,122.6388817,Uni kojic gluta 90g,46,0,224.8936433
1/17/2023,120.3171106,Xuric 40mg,132,0,95.97280534
1/18/2023,115.9188296,Creamsilk dry rescue 11ml,86,0,135.8882153
1/19/2023,117.3624265,Myra 400,137,0,226.6180277
1/20/2023,119.8707782,RDL avocado 75ml,71,0,156.059499
1/21/2023,124.9353203,Sunsilk expert straight 15ml,165,0,29.22451018
1/22/2023,125.2314285,Goutsaph 500mcg,2,0,234.9580309
1/23/2023,123.464311,Tiki tiki 60ml,124,0,156.9270133
1/24/2023,123.3698889,Biogesic 500mg,72,0,83.72640366
1/25/2023,116.842829,Creamsilk black 11ml,59,0,34.81801817
1/26/2023,125.1549258,Bigen C dark brown,95,0,198.5062973
1/27/2023,124.9677713,Palmolive healthy shine 15ml,111,0,155.018189
1/28/2023,128.4404992,Gaviscon sachet,143,0,133.365273
1/29/2023,127.4987993,Arcoxia 120mg,47,0,223.4731458
1/30/2023,128.088746,Dove regular pink 135g,131,0,197.1493028
1/31/2023,121.3744268,Vicks inhaler,54,0,37.91871993
2/1/2023,120.2394517,Ph care floracn 50ml,129,0,77.93051695
2/2/2023,126.2545265,Midol 200mg,125,0,62.12228495
2/3/2023,125.0232872,RDL cucumber 75ml,127,0,185.9865731
2/4/2023,131.593409,Neurogen,128,0,8.383108684
2/5/2023,129.0226526,Bioderm tin 5g,187,0,142.4724212
2/6/2023,127.8207893,Revicon,57,0,190.6146714
2/7/2023,127.2587909,Micropills,164,0,219.1914092
2/8/2023,119.921533,Dulcolax,5,0,85.52043718
2/9/2023,125.9275417,youngs garden 25ml,8,0,205.3143262
2/10/2023,127.7871579,Eskinol Calamansi 135ml,87,0,27.65793424
2/11/2023,129.313847,Eskinol derma C 225ml,180,0,211.6130729
2/12/2023,132.8251253,Uni kojic w/papaya 65g,101,0,31.87216558
2/13/2023,130.9542844,Glimcose 30mg,115,0,99.32182264
2/14/2023,126.0660461,Daily Scent Orange 125ml,205,0,199.3238414
2/15/2023,119.126808,Midol 200mg,125,0,37.47935684
2/16/2023,121.9264447,Tuseran forte,35,0,57.31284881
2/17/2023,126.9407099,RDL avocado 150ml,42,0,180.5631421
2/18/2023,131.3397641,Ascof 300mg 60ml,214,0,180.0091341
2/19/2023,133.8370045,young wet fantasy 50ml,203,0,160.2869082
2/20/2023,130.3851751,Daily Scent Violet 125ml,186,0,173.4871111
2/21/2023,123.1573338,Flanax forte 550mg,140,0,135.6811108
2/22/2023,124.0180041,Palmolive damage 15ml,172,0,62.94976473
2/23/2023,125.5767566,RDL plain 75ml,135,0,86.42399838
2/24/2023,129.5144743,Tender care soap pink 80g,14,0,45.3994292
2/25/2023,134.5933885,Tiki tiki 15ml,18,0,227.1126403
2/26/2023,135.190525,Revicon,57,0,145.8479487
2/27/2023,131.8587572,Plemex forte,104,0,100.2128542
2/28/2023,126.5817026,Buscopan venus,58,0,115.5014509
3/1/2023,120.8128747,bench Eight 100ml,213,0,236.8208349
3/2/2023,126.0749803,Tender care soap classic 80g,136,0,38.33785078
3/3/2023,129.6531972,Bench clay doh 25g,92,0,146.557458
3/4/2023,133.8004869,young wet fantasy 50ml,203,0,126.4721697
3/5/2023,131.7770688,Glumet xr 500mg,26,0,152.8635589
3/6/2023,129.5683669,Uni kojic acid 90g,96,0,4.527545955
3/7/2023,129.6004401,UHP Glydolax 1.9G 12's,79,0,218.0309772
3/8/2023,124.8096292,Afficianado Fresh Pink 55ml,48,0,233.0295706
3/9/2023,127.3143613,Catapres 75cg,208,0,141.2832959
3/10/2023,130.0115836,Stresstab,63,0,174.162706
3/11/2023,134.015317,Virlix 10mg,161,0,230.6248453
3/12/2023,136.8868065,Bigen B brown black,162,0,176.8096586
3/13/2023,131.3591134,Dynatussin,91,0,38.13476073
3/14/2023,128.3280068,Uni kojic acid 90g,96,0,144.07209
3/15/2023,124.5865917,Neurogen,128,0,151.6787616
3/16/2023,125.6854116,Sunsilk expert straight 15ml,165,0,106.0326678
3/17/2023,129.9201633,Palmolive healthy shine 15ml,111,0,184.1110589
3/18/2023,134.9640306,RDL papaya 75ml,4,0,233.5917537
3/19/2023,134.5969843,Juicy sweet delight (red)125ml,112,0,231.3921282
3/20/2023,135.4271348,Dove regular bar 135g,33,0,112.7098429
3/21/2023,126.851046,Nestogen 1 135g,19,0,28.30951146
3/22/2023,125.6218742,Mucosolvan 30mg,24,0,246.2102997
3/23/2023,126.1393075,J&J strong&healthy 100ml,147,0,209.7245216
3/24/2023,133.8766356,Lady pills,169,0,31.1656703
3/25/2023,135.3367739,Buscopan venus,58,0,230.2104707
3/26/2023,138.0217292,Saridone,69,0,217.4740905
3/27/2023,130.3276521,Decilone 4mg,31,0,129.7095143
3/28/2023,129.5370434,Lady pills,169,0,147.8188589
3/29/2023,128.1170399,Alaxan Fr,179,0,99.75067597
3/30/2023,127.5049294,Mydoxy 100mg,116,0,13.69040971
3/31/2023,133.414622,Disudrin 10ml,90,0,83.79931041
4/1/2023,134.1894232,Nizoral cream 3.5g,29,0,200.7133621
4/2/2023,139.0363961,Vicks inhaler,54,0,1.158005751
4/3/2023,138.1355323,Vicks formula 44 54ml,178,0,83.37479292
4/4/2023,128.4955143,youngs cool fantasy 25ml,6,0,99.5421734
4/5/2023,125.6442964,Nizoral cream 3.5g,29,0,134.3489007
4/6/2023,130.4239235,Allerta 10mg,7,0,229.9639041
