ds,y,medicine_name,price_per_unit,marketing_spend,competitor_price,promotion_flag,is_holiday,description,medicine_id
2023-07-02,25,AMIKACIN,27.91 ,16637.00 ,10.11,0,0,100MG/2ML VIAL,777576
2023-07-05,166,ALL-IN-ONE ADMIXTURES,43.02 ,16002.00 ,34.78,0,0,"1,400 KCAL",881744
2023-07-12,233,ALLOPURINOL,27.90 ,9734.00 ,22.38,0,1,100MG TABLET,791246
2023-07-12,36,AMOXICILLIN,10.10 ,15749.00 ,5.46,1,0,500 MG CAPSULE,759303
2023-07-14,168,ARIPIPRAZOLE,25.78 ,16108.00 ,34.75,0,1,15MG TABLET,756789
2023-07-18,57,ASCORBIC ACID,16.45 ,14093.00 ,10.36,1,0,"100MG/5ML, 60ML SYRUP",721058
2023-07-22,143,AZITHROMYCIN,35.37 ,16315.00 ,5.22,0,1,500 MG VIAL,320451
2023-07-23,205,ACETAZOLAMIDE,24.96 ,19300.00 ,29.19,1,0,250MG TABLET,678023
2023-07-30,171,ACETYLCYSTEINE,36.85 ,15424.00 ,16.90,0,1,600MG TABLET,489074
2023-08-01,210,ACICLOVIR,20.22 ,5114.00 ,30.10,1,0,400 MG TABLET,187688
2023-08-01,159,AMIKACIN,17.83 ,8167.00 ,27.66,1,0,100MG/2ML VIAL,777576
2023-08-03,211,ALL-IN-ONE ADMIXTURES,7.36 ,13775.00 ,17.01,0,0,"1,400 KCAL",881744
2023-08-05,85,ALLOPURINOL,41.66 ,17259.00 ,6.04,0,1,100MG TABLET,791246
2023-08-06,281,AMOXICILLIN,14.80 ,11086.00 ,14.82,1,1,500 MG CAPSULE,759303
2023-08-08,138,ARIPIPRAZOLE,20.19 ,15964.00 ,29.73,1,0,15MG TABLET,756789
2023-08-09,73,ASCORBIC ACID,21.96 ,3295.00 ,45.05,0,1,"100MG/5ML, 60ML SYRUP",721058
2023-08-09,54,AZITHROMYCIN,38.34 ,19352.00 ,40.54,0,0,500 MG VIAL,320451
2023-08-10,248,ACETAZOLAMIDE,24.89 ,5908.00 ,12.91,0,1,250MG TABLET,678023
2023-08-12,192,ACETYLCYSTEINE,48.56 ,11198.00 ,26.74,1,0,600MG TABLET,489074
2023-08-13,182,ACICLOVIR,18.78 ,7846.00 ,46.57,0,0,400 MG TABLET,187688
2023-08-14,53,AMIKACIN,41.33 ,14409.00 ,5.28,1,0,100MG/2ML VIAL,777576
2023-08-14,67,ALL-IN-ONE ADMIXTURES,32.67 ,3966.00 ,31.27,1,1,"1,400 KCAL",881744
2023-08-17,151,ALLOPURINOL,28.57 ,19287.00 ,40.85,1,0,100MG TABLET,791246
2023-08-18,111,AMOXICILLIN,15.42 ,11937.00 ,15.96,1,1,500 MG CAPSULE,759303
2023-08-18,222,ARIPIPRAZOLE,34.98 ,3137.00 ,22.78,0,0,15MG TABLET,756789
2023-08-23,107,ASCORBIC ACID,44.89 ,13656.00 ,6.35,0,1,"100MG/5ML, 60ML SYRUP",721058
2023-08-25,203,AZITHROMYCIN,29.81 ,4558.00 ,42.93,1,0,500 MG VIAL,320451
2023-08-25,90,ACETAZOLAMIDE,22.97 ,10188.00 ,10.00,1,0,250MG TABLET,678023
2023-08-31,244,ACETYLCYSTEINE,46.62 ,8144.00 ,29.44,1,0,600MG TABLET,489074
2023-08-31,53,ACICLOVIR,41.79 ,15491.00 ,44.73,1,0,400 MG TABLET,187688
2023-09-03,21,AMIKACIN,24.89 ,16221.00 ,46.02,0,0,100MG/2ML VIAL,777576
2023-09-04,295,ALL-IN-ONE ADMIXTURES,9.17 ,15703.00 ,40.76,0,0,"1,400 KCAL",881744
2023-09-04,246,ALLOPURINOL,41.15 ,4059.00 ,20.61,1,0,100MG TABLET,791246
2023-09-08,217,AMOXICILLIN,28.83 ,15580.00 ,14.61,0,1,500 MG CAPSULE,759303
2023-09-10,293,ARIPIPRAZOLE,14.76 ,15525.00 ,47.45,1,1,15MG TABLET,756789
2023-09-13,165,ASCORBIC ACID,40.76 ,10531.00 ,22.88,0,0,"100MG/5ML, 60ML SYRUP",721058
2023-09-17,154,AZITHROMYCIN,42.59 ,17334.00 ,10.66,1,0,500 MG VIAL,320451
2023-09-17,180,ACETAZOLAMIDE,11.86 ,5899.00 ,46.50,1,0,250MG TABLET,678023
2023-09-19,161,ACETYLCYSTEINE,5.86 ,2127.00 ,6.23,0,0,600MG TABLET,489074
2023-09-21,232,ACICLOVIR,39.70 ,5037.00 ,46.54,0,0,400 MG TABLET,187688
2023-09-26,268,AMIKACIN,44.59 ,4757.00 ,42.40,0,1,100MG/2ML VIAL,777576
2023-09-29,245,ALL-IN-ONE ADMIXTURES,46.19 ,1247.00 ,41.79,1,0,"1,400 KCAL",881744
2023-10-01,239,ALLOPURINOL,38.98 ,9338.00 ,13.19,0,1,100MG TABLET,791246
2023-10-01,80,AMOXICILLIN,15.64 ,15409.00 ,11.48,1,1,500 MG CAPSULE,759303
2023-10-01,10,ARIPIPRAZOLE,10.42 ,8656.00 ,24.67,0,0,15MG TABLET,756789
2023-10-03,140,ASCORBIC ACID,38.87 ,14994.00 ,10.75,1,1,"100MG/5ML, 60ML SYRUP",721058
2023-10-05,12,AZITHROMYCIN,38.44 ,5918.00 ,16.11,1,1,500 MG VIAL,320451
2023-10-08,161,ACETAZOLAMIDE,8.22 ,16217.00 ,6.87,0,1,250MG TABLET,678023
2023-10-12,195,ACETYLCYSTEINE,38.25 ,18492.00 ,6.47,0,1,600MG TABLET,489074
2023-10-15,239,ACICLOVIR,41.07 ,15184.00 ,20.02,0,1,400 MG TABLET,187688
2023-10-15,236,AMIKACIN,45.81 ,12090.00 ,15.79,1,0,100MG/2ML VIAL,777576
2023-10-26,81,ALL-IN-ONE ADMIXTURES,35.10 ,13951.00 ,14.24,1,1,"1,400 KCAL",881744
2023-10-26,98,ALLOPURINOL,30.86 ,6361.00 ,18.15,1,1,100MG TABLET,791246
2023-10-27,69,AMOXICILLIN,30.58 ,2043.00 ,20.31,1,0,500 MG CAPSULE,759303
2023-10-31,175,ARIPIPRAZOLE,7.00 ,5803.00 ,29.31,0,0,15MG TABLET,756789
2023-11-06,212,ASCORBIC ACID,18.85 ,12000.00 ,11.55,0,1,"100MG/5ML, 60ML SYRUP",721058
2023-11-07,234,AZITHROMYCIN,44.02 ,14897.00 ,19.42,0,0,500 MG VIAL,320451
2023-11-09,213,ACETAZOLAMIDE,6.09 ,12683.00 ,25.39,1,1,250MG TABLET,678023
2023-11-12,141,ACETYLCYSTEINE,33.54 ,5776.00 ,27.37,0,0,600MG TABLET,489074
2023-11-12,44,ACICLOVIR,19.17 ,16556.00 ,17.76,0,0,400 MG TABLET,187688
2023-11-14,49,AMIKACIN,25.26 ,17592.00 ,21.18,1,1,100MG/2ML VIAL,777576
2023-11-15,286,ALL-IN-ONE ADMIXTURES,27.06 ,10239.00 ,16.27,1,0,"1,400 KCAL",881744
2023-11-19,56,ALLOPURINOL,20.32 ,19254.00 ,36.66,0,0,100MG TABLET,791246
2023-11-19,103,AMOXICILLIN,40.44 ,5713.00 ,21.31,1,0,500 MG CAPSULE,759303
2023-11-21,52,ARIPIPRAZOLE,45.02 ,17911.00 ,43.33,0,1,15MG TABLET,756789
2023-11-25,65,ASCORBIC ACID,39.34 ,9849.00 ,32.78,0,0,"100MG/5ML, 60ML SYRUP",721058
2023-11-27,280,AZITHROMYCIN,44.73 ,13201.00 ,46.22,1,1,500 MG VIAL,320451
2023-11-28,274,ACETAZOLAMIDE,38.49 ,9529.00 ,21.46,1,1,250MG TABLET,678023
2023-11-29,77,ACETYLCYSTEINE,30.10 ,17025.00 ,40.02,0,1,600MG TABLET,489074
2023-12-02,143,ACICLOVIR,44.49 ,15453.00 ,37.07,0,1,400 MG TABLET,187688
2023-12-04,229,AMIKACIN,46.92 ,12841.00 ,47.31,0,1,100MG/2ML VIAL,777576
2023-12-10,260,ALL-IN-ONE ADMIXTURES,5.46 ,3947.00 ,11.60,0,1,"1,400 KCAL",881744
2023-12-17,272,ALLOPURINOL,35.37 ,18471.00 ,38.56,1,1,100MG TABLET,791246
2023-12-17,71,AMOXICILLIN,14.67 ,10800.00 ,35.47,1,1,500 MG CAPSULE,759303
2023-12-17,158,ARIPIPRAZOLE,18.04 ,8364.00 ,13.85,1,0,15MG TABLET,756789
2023-12-21,31,ASCORBIC ACID,48.03 ,16379.00 ,5.78,0,0,"100MG/5ML, 60ML SYRUP",721058
2023-12-24,69,AZITHROMYCIN,19.39 ,9436.00 ,5.72,1,1,500 MG VIAL,320451
2023-12-27,40,ACETAZOLAMIDE,48.22 ,15865.00 ,49.91,0,1,250MG TABLET,678023
2023-12-29,282,ACETYLCYSTEINE,44.06 ,10450.00 ,9.11,0,0,600MG TABLET,489074
2023-12-31,71,ACICLOVIR,7.25 ,14707.00 ,29.74,0,0,400 MG TABLET,187688
2023-12-31,65,AMIKACIN,26.06 ,10360.00 ,33.97,0,1,100MG/2ML VIAL,777576
2023-12-31,106,ALL-IN-ONE ADMIXTURES,49.09 ,6815.00 ,48.37,1,1,"1,400 KCAL",881744
2023-12-31,130,ALLOPURINOL,14.07 ,3675.00 ,7.21,1,0,100MG TABLET,791246
2023-12-31,85,AMOXICILLIN,7.31 ,5150.00 ,44.31,0,1,500 MG CAPSULE,759303
2024-01-03,179,ARIPIPRAZOLE,34.21 ,14153.00 ,29.05,1,0,15MG TABLET,756789
2024-01-05,250,ASCORBIC ACID,19.38 ,7866.00 ,5.70,0,1,"100MG/5ML, 60ML SYRUP",721058
2024-01-14,264,AZITHROMYCIN,43.04 ,7802.00 ,11.09,0,1,500 MG VIAL,320451
2024-01-16,159,ACETAZOLAMIDE,13.06 ,18578.00 ,27.77,1,1,250MG TABLET,678023
2024-01-19,192,ACETYLCYSTEINE,37.57 ,10137.00 ,5.64,1,1,600MG TABLET,489074
2024-01-20,275,ACICLOVIR,48.83 ,14380.00 ,16.58,1,1,400 MG TABLET,187688
2024-01-21,93,AMIKACIN,44.56 ,12239.00 ,20.91,0,0,100MG/2ML VIAL,777576
2024-01-25,134,ALL-IN-ONE ADMIXTURES,7.67 ,17173.00 ,25.15,1,0,"1,400 KCAL",881744
2024-01-27,268,ALLOPURINOL,34.73 ,3777.00 ,45.28,0,1,100MG TABLET,791246
2024-01-27,136,AMOXICILLIN,38.02 ,15802.00 ,20.76,0,1,500 MG CAPSULE,759303
2024-01-31,136,ARIPIPRAZOLE,15.71 ,15931.00 ,29.99,0,0,15MG TABLET,756789
2024-02-02,119,ASCORBIC ACID,22.87 ,9463.00 ,42.31,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-02-03,128,AZITHROMYCIN,48.19 ,11009.00 ,14.08,1,1,500 MG VIAL,320451
2024-02-05,280,ACETAZOLAMIDE,9.55 ,19580.00 ,44.17,0,1,250MG TABLET,678023
2024-02-07,41,ACETYLCYSTEINE,23.08 ,5260.00 ,19.54,1,1,600MG TABLET,489074
2024-02-13,284,ACICLOVIR,39.13 ,1304.00 ,25.72,1,0,400 MG TABLET,187688
2024-02-20,179,AMIKACIN,23.63 ,17496.00 ,15.14,1,0,100MG/2ML VIAL,777576
2024-02-23,144,ALL-IN-ONE ADMIXTURES,15.43 ,10719.00 ,48.87,1,0,"1,400 KCAL",881744
2024-02-23,48,ALLOPURINOL,24.28 ,11627.00 ,20.14,0,1,100MG TABLET,791246
2024-02-24,136,AMOXICILLIN,26.18 ,5645.00 ,38.94,1,1,500 MG CAPSULE,759303
2024-02-29,119,ARIPIPRAZOLE,7.81 ,13552.00 ,28.57,1,0,15MG TABLET,756789
2024-03-01,281,ASCORBIC ACID,5.07 ,18414.00 ,18.11,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-03-03,69,AZITHROMYCIN,21.13 ,6725.00 ,16.25,0,1,500 MG VIAL,320451
2024-03-04,267,ACETAZOLAMIDE,43.81 ,16761.00 ,9.31,0,1,250MG TABLET,678023
2024-03-09,236,ACETYLCYSTEINE,16.00 ,12429.00 ,8.79,0,0,600MG TABLET,489074
2024-03-10,94,ACICLOVIR,18.68 ,17099.00 ,35.62,0,0,400 MG TABLET,187688
2024-03-10,177,AMIKACIN,14.27 ,10341.00 ,15.86,0,1,100MG/2ML VIAL,777576
2024-03-10,192,ALL-IN-ONE ADMIXTURES,25.24 ,6849.00 ,44.64,1,0,"1,400 KCAL",881744
2024-03-11,189,ALLOPURINOL,26.30 ,5929.00 ,49.08,1,0,100MG TABLET,791246
2024-03-15,124,AMOXICILLIN,24.50 ,9148.00 ,29.31,1,1,500 MG CAPSULE,759303
2024-03-15,35,ARIPIPRAZOLE,37.95 ,19109.00 ,42.69,1,1,15MG TABLET,756789
2024-03-20,190,ASCORBIC ACID,7.96 ,3540.00 ,49.59,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-03-23,243,AZITHROMYCIN,19.61 ,3439.00 ,49.78,0,0,500 MG VIAL,320451
2024-03-24,110,ACETAZOLAMIDE,12.66 ,4296.00 ,6.20,0,1,250MG TABLET,678023
2024-03-24,200,ACETYLCYSTEINE,37.65 ,10397.00 ,20.50,1,0,600MG TABLET,489074
2024-03-24,218,ACICLOVIR,48.44 ,7996.00 ,41.54,1,1,400 MG TABLET,187688
2024-03-31,249,AMIKACIN,16.87 ,10229.00 ,21.17,0,1,100MG/2ML VIAL,777576
2024-03-31,124,ALL-IN-ONE ADMIXTURES,5.69 ,7768.00 ,6.82,0,0,"1,400 KCAL",881744
2024-03-31,34,ALLOPURINOL,10.66 ,15891.00 ,32.75,1,1,100MG TABLET,791246
2024-04-01,57,AMOXICILLIN,31.31 ,14420.00 ,49.72,0,1,500 MG CAPSULE,759303
2024-04-01,19,ARIPIPRAZOLE,28.56 ,13306.00 ,24.66,1,1,15MG TABLET,756789
2024-04-01,170,ASCORBIC ACID,34.24 ,7262.00 ,16.87,0,1,"100MG/5ML, 60ML SYRUP",721058
2024-04-06,197,AZITHROMYCIN,15.99 ,11742.00 ,31.37,0,0,500 MG VIAL,320451
2024-04-07,39,ACETAZOLAMIDE,22.05 ,19214.00 ,9.62,0,0,250MG TABLET,678023
2024-04-07,191,ACETYLCYSTEINE,14.08 ,13563.00 ,23.11,0,0,600MG TABLET,489074
2024-04-10,153,ACICLOVIR,42.29 ,1028.00 ,46.93,1,0,400 MG TABLET,187688
2024-04-14,83,AMIKACIN,38.53 ,16048.00 ,26.67,1,0,100MG/2ML VIAL,777576
2024-04-14,237,ALL-IN-ONE ADMIXTURES,34.78 ,8500.00 ,13.36,0,1,"1,400 KCAL",881744
2024-04-14,120,ALLOPURINOL,32.95 ,14105.00 ,26.00,0,1,100MG TABLET,791246
2024-04-15,180,AMOXICILLIN,36.58 ,7132.00 ,43.84,1,0,500 MG CAPSULE,759303
2024-04-16,264,ARIPIPRAZOLE,18.92 ,18530.00 ,12.14,0,0,15MG TABLET,756789
2024-04-18,294,ASCORBIC ACID,12.10 ,14664.00 ,19.78,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-04-21,99,AZITHROMYCIN,45.43 ,5478.00 ,46.81,0,1,500 MG VIAL,320451
2024-04-21,84,ACETAZOLAMIDE,23.23 ,5186.00 ,47.15,1,1,250MG TABLET,678023
2024-04-22,291,ACETYLCYSTEINE,28.57 ,17698.00 ,31.43,0,1,600MG TABLET,489074
2024-04-22,117,ACICLOVIR,33.07 ,8786.00 ,28.29,1,1,400 MG TABLET,187688
2024-04-23,77,AMIKACIN,43.54 ,5143.00 ,18.81,0,0,100MG/2ML VIAL,777576
2024-04-23,233,ALL-IN-ONE ADMIXTURES,6.68 ,13600.00 ,18.38,0,1,"1,400 KCAL",881744
2024-04-25,119,ALLOPURINOL,42.28 ,15130.00 ,35.42,1,1,100MG TABLET,791246
2024-04-26,176,AMOXICILLIN,20.13 ,14789.00 ,49.38,0,1,500 MG CAPSULE,759303
2024-04-28,266,ARIPIPRAZOLE,29.46 ,14507.00 ,35.05,0,1,15MG TABLET,756789
2024-04-29,131,ASCORBIC ACID,21.42 ,19255.00 ,9.43,1,0,"100MG/5ML, 60ML SYRUP",721058
2024-05-01,154,AZITHROMYCIN,5.14 ,17109.00 ,24.40,1,0,500 MG VIAL,320451
2024-05-02,103,ACETAZOLAMIDE,26.21 ,18542.00 ,38.78,1,0,250MG TABLET,678023
2024-05-05,21,ACETYLCYSTEINE,47.30 ,5556.00 ,8.70,1,1,600MG TABLET,489074
2024-05-05,200,ACICLOVIR,23.56 ,18435.00 ,43.11,0,0,400 MG TABLET,187688
2024-05-05,179,AMIKACIN,26.75 ,17627.00 ,49.35,1,1,100MG/2ML VIAL,777576
2024-05-12,218,ALL-IN-ONE ADMIXTURES,41.29 ,4077.00 ,42.36,1,1,"1,400 KCAL",881744
2024-05-14,129,ALLOPURINOL,20.72 ,3195.00 ,45.79,1,0,100MG TABLET,791246
2024-05-17,200,AMOXICILLIN,26.39 ,14135.00 ,46.06,1,0,500 MG CAPSULE,759303
2024-05-19,103,ARIPIPRAZOLE,27.24 ,7758.00 ,6.30,1,1,15MG TABLET,756789
2024-05-19,299,ASCORBIC ACID,21.73 ,3475.00 ,6.67,1,0,"100MG/5ML, 60ML SYRUP",721058
2024-05-19,241,AZITHROMYCIN,28.59 ,5458.00 ,8.92,1,0,500 MG VIAL,320451
2024-05-19,255,ACETAZOLAMIDE,5.08 ,16258.00 ,14.97,0,0,250MG TABLET,678023
2024-05-19,40,ACETYLCYSTEINE,15.20 ,2615.00 ,11.68,0,0,600MG TABLET,489074
2024-05-25,56,ACICLOVIR,12.75 ,17184.00 ,11.27,1,1,400 MG TABLET,187688
2024-05-31,205,AMIKACIN,15.15 ,3026.00 ,8.88,1,0,100MG/2ML VIAL,777576
2024-06-03,207,ALL-IN-ONE ADMIXTURES,17.27 ,8687.00 ,15.33,1,0,"1,400 KCAL",881744
2024-06-05,286,ALLOPURINOL,33.83 ,17636.00 ,24.35,1,1,100MG TABLET,791246
2024-06-08,159,AMOXICILLIN,8.84 ,5145.00 ,49.05,0,0,500 MG CAPSULE,759303
2024-06-09,72,ARIPIPRAZOLE,29.67 ,7175.00 ,44.33,1,0,15MG TABLET,756789
2024-06-09,271,ASCORBIC ACID,47.14 ,10124.00 ,19.17,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-06-10,249,AZITHROMYCIN,24.90 ,4229.00 ,21.99,0,1,500 MG VIAL,320451
2024-06-15,93,ACETAZOLAMIDE,14.00 ,3990.00 ,32.96,0,1,250MG TABLET,678023
2024-06-16,219,ACETYLCYSTEINE,49.45 ,4188.00 ,7.97,1,1,600MG TABLET,489074
2024-06-16,121,ACICLOVIR,26.22 ,1079.00 ,43.22,0,0,400 MG TABLET,187688
2024-06-18,240,AMIKACIN,16.26 ,7967.00 ,47.07,1,1,100MG/2ML VIAL,777576
2024-06-30,298,ALL-IN-ONE ADMIXTURES,25.56 ,5706.00 ,39.32,1,0,"1,400 KCAL",881744
2024-06-30,256,ALLOPURINOL,20.73 ,17439.00 ,35.68,1,0,100MG TABLET,791246
2024-07-06,247,AMOXICILLIN,31.25 ,4804.00 ,6.98,0,1,500 MG CAPSULE,759303
2024-07-07,145,ARIPIPRAZOLE,7.99 ,10805.00 ,43.83,0,0,15MG TABLET,756789
2024-07-08,219,ASCORBIC ACID,36.96 ,14907.00 ,35.64,1,0,"100MG/5ML, 60ML SYRUP",721058
2024-07-09,269,AZITHROMYCIN,41.29 ,7887.00 ,36.99,0,0,500 MG VIAL,320451
2024-07-15,48,ACETAZOLAMIDE,38.70 ,8052.00 ,43.89,1,1,250MG TABLET,678023
2024-07-16,101,ACETYLCYSTEINE,47.35 ,18968.00 ,9.65,0,0,600MG TABLET,489074
2024-07-19,87,ACICLOVIR,38.73 ,10525.00 ,16.95,1,0,400 MG TABLET,187688
2024-07-20,46,AMIKACIN,16.15 ,9449.00 ,42.44,1,1,100MG/2ML VIAL,777576
2024-07-21,126,ALL-IN-ONE ADMIXTURES,49.12 ,18654.00 ,17.08,0,0,"1,400 KCAL",881744
2024-07-21,223,ALLOPURINOL,32.37 ,12841.00 ,27.60,0,1,100MG TABLET,791246
2024-07-24,75,AMOXICILLIN,35.83 ,1284.00 ,13.19,1,0,500 MG CAPSULE,759303
2024-07-29,70,ARIPIPRAZOLE,39.06 ,13956.00 ,19.93,1,1,15MG TABLET,756789
2024-07-29,80,ASCORBIC ACID,5.18 ,9881.00 ,5.82,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-08-04,188,AZITHROMYCIN,6.65 ,2443.00 ,22.53,0,0,500 MG VIAL,320451
2024-08-04,267,ACETAZOLAMIDE,18.22 ,7962.00 ,7.31,1,0,250MG TABLET,678023
2024-08-04,28,ACETYLCYSTEINE,12.95 ,4790.00 ,24.93,0,1,600MG TABLET,489074
2024-08-06,58,ACICLOVIR,15.61 ,15952.00 ,23.33,1,0,400 MG TABLET,187688
2024-08-11,184,AMIKACIN,9.63 ,12373.00 ,34.20,1,0,100MG/2ML VIAL,777576
2024-08-12,169,ALL-IN-ONE ADMIXTURES,47.93 ,12114.00 ,47.69,1,0,"1,400 KCAL",881744
2024-08-12,76,ALLOPURINOL,43.37 ,17238.00 ,40.70,1,0,100MG TABLET,791246
2024-08-14,124,AMOXICILLIN,18.98 ,6323.00 ,42.09,0,0,500 MG CAPSULE,759303
2024-08-20,160,ARIPIPRAZOLE,29.55 ,13741.00 ,45.59,1,1,15MG TABLET,756789
2024-08-22,212,ASCORBIC ACID,43.10 ,5665.00 ,48.85,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-08-23,166,AZITHROMYCIN,49.26 ,2750.00 ,6.04,0,0,500 MG VIAL,320451
2024-08-28,280,ACETAZOLAMIDE,49.36 ,3476.00 ,18.25,0,0,250MG TABLET,678023
2024-09-02,146,ACETYLCYSTEINE,32.01 ,14103.00 ,15.25,0,0,600MG TABLET,489074
2024-09-03,119,ACICLOVIR,40.19 ,15896.00 ,28.60,1,0,400 MG TABLET,187688
2024-09-03,73,AMIKACIN,10.56 ,12948.00 ,5.59,0,0,100MG/2ML VIAL,777576
2024-09-05,272,ALL-IN-ONE ADMIXTURES,43.15 ,3744.00 ,17.81,0,0,"1,400 KCAL",881744
2024-09-10,35,ALLOPURINOL,41.24 ,2903.00 ,38.35,0,1,100MG TABLET,791246
2024-09-11,156,AMOXICILLIN,9.63 ,2865.00 ,48.74,0,1,500 MG CAPSULE,759303
2024-09-12,42,ARIPIPRAZOLE,44.53 ,4544.00 ,49.94,1,1,15MG TABLET,756789
2024-09-15,183,ASCORBIC ACID,31.17 ,13700.00 ,6.27,1,1,"100MG/5ML, 60ML SYRUP",721058
2024-09-15,22,AZITHROMYCIN,38.13 ,19289.00 ,49.91,1,1,500 MG VIAL,320451
2024-09-16,12,ACETAZOLAMIDE,47.82 ,18029.00 ,24.07,0,0,250MG TABLET,678023
2024-09-19,26,ACETYLCYSTEINE,34.38 ,6664.00 ,46.99,1,1,600MG TABLET,489074
2024-09-22,240,ACICLOVIR,48.27 ,10391.00 ,42.94,1,0,400 MG TABLET,187688
2024-09-23,147,AMIKACIN,38.63 ,2400.00 ,16.41,1,0,100MG/2ML VIAL,777576
2024-09-25,57,ALL-IN-ONE ADMIXTURES,38.38 ,8909.00 ,48.16,0,0,"1,400 KCAL",881744
2024-10-05,237,ALLOPURINOL,41.79 ,6244.00 ,28.12,1,0,100MG TABLET,791246
2024-10-07,116,AMOXICILLIN,21.90 ,18776.00 ,35.89,1,0,500 MG CAPSULE,759303
2024-10-08,170,ARIPIPRAZOLE,15.31 ,7480.00 ,10.32,0,1,15MG TABLET,756789
2024-10-12,79,ASCORBIC ACID,5.47 ,11266.00 ,8.86,1,1,"100MG/5ML, 60ML SYRUP",721058
2024-10-18,135,AZITHROMYCIN,15.56 ,14823.00 ,30.00,1,1,500 MG VIAL,320451
2024-10-19,93,ACETAZOLAMIDE,6.51 ,5310.00 ,23.82,1,0,250MG TABLET,678023
2024-10-21,208,ACETYLCYSTEINE,16.97 ,19600.00 ,9.75,0,1,600MG TABLET,489074
2024-10-22,190,ACICLOVIR,6.01 ,1751.00 ,35.14,0,0,400 MG TABLET,187688
2024-10-24,109,AMIKACIN,7.31 ,4316.00 ,49.78,0,1,100MG/2ML VIAL,777576
2024-10-25,85,ALL-IN-ONE ADMIXTURES,19.43 ,19912.00 ,28.86,0,0,"1,400 KCAL",881744
2024-10-26,188,ALLOPURINOL,23.11 ,15356.00 ,37.45,1,1,100MG TABLET,791246
2024-10-27,35,AMOXICILLIN,11.52 ,17398.00 ,28.99,0,1,500 MG CAPSULE,759303
2024-10-28,173,ARIPIPRAZOLE,42.89 ,5629.00 ,13.61,1,0,15MG TABLET,756789
2024-11-05,216,ASCORBIC ACID,9.68 ,13603.00 ,9.33,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-11-05,228,AZITHROMYCIN,17.00 ,11134.00 ,49.85,0,1,500 MG VIAL,320451
2024-11-19,137,ACETAZOLAMIDE,24.57 ,4894.00 ,27.16,0,1,250MG TABLET,678023
2024-11-19,75,ACETYLCYSTEINE,28.84 ,5518.00 ,37.16,0,0,600MG TABLET,489074
2024-11-22,259,ACICLOVIR,35.43 ,4196.00 ,42.69,0,1,400 MG TABLET,187688
2024-11-24,96,AMIKACIN,13.21 ,9161.00 ,9.54,1,0,100MG/2ML VIAL,777576
2024-11-29,12,ALL-IN-ONE ADMIXTURES,5.82 ,13581.00 ,25.99,0,1,"1,400 KCAL",881744
2024-11-30,267,ALLOPURINOL,25.97 ,11573.00 ,21.07,0,1,100MG TABLET,791246
2024-12-02,26,AMOXICILLIN,37.61 ,3938.00 ,44.68,1,0,500 MG CAPSULE,759303
2024-12-02,168,ARIPIPRAZOLE,35.04 ,4843.00 ,5.35,1,1,15MG TABLET,756789
2024-12-02,68,ASCORBIC ACID,36.57 ,13669.00 ,17.03,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-12-04,193,AZITHROMYCIN,30.47 ,4931.00 ,30.05,0,0,500 MG VIAL,320451
2024-12-05,160,ACETAZOLAMIDE,40.67 ,11654.00 ,33.16,0,1,250MG TABLET,678023
2024-12-05,99,ACETYLCYSTEINE,26.56 ,7783.00 ,46.39,1,0,600MG TABLET,489074
2024-12-06,157,ACICLOVIR,23.32 ,14084.00 ,10.20,1,0,400 MG TABLET,187688
2024-12-07,71,AMIKACIN,11.62 ,18133.00 ,47.94,0,0,100MG/2ML VIAL,777576
2024-12-09,129,ALL-IN-ONE ADMIXTURES,18.02 ,18793.00 ,43.02,0,0,"1,400 KCAL",881744
2024-12-11,176,ALLOPURINOL,16.14 ,1565.00 ,35.17,1,0,100MG TABLET,791246
2024-12-12,151,AMOXICILLIN,22.31 ,16872.00 ,17.70,0,0,500 MG CAPSULE,759303
2024-12-12,132,ARIPIPRAZOLE,18.16 ,9962.00 ,6.76,1,0,15MG TABLET,756789
2024-12-23,208,ASCORBIC ACID,47.27 ,11494.00 ,36.58,0,0,"100MG/5ML, 60ML SYRUP",721058
2024-12-26,158,ACICLOVIR,9.30 ,19499.00 ,23.39,1,1,400 MG TABLET,187688
